 ,Area,Mean,Min,Max
12373,553.133,255,255,255
12374,112.122,255,255,255
12375,792.326,255,255,255
12376,269.092,255,255,255
12377,298.991,255,255,255
12378,246.668,255,255,255
12379,201.819,255,255,255
12380,366.264,255,255,255
12381,388.688,255,255,255
12382,216.768,255,255,255
12383,336.365,255,255,255
12384,373.739,255,255,255
12385,276.567,255,255,255
12386,754.952,255,255,255
12387,239.193,255,255,255
12388,67.273,255,255,255
12389,171.920,255,255,255
12390,276.567,255,255,255
12391,67.273,255,255,255
12392,186.869,255,255,255
12393,919.397,255,255,255
12394,254.142,255,255,255
12395,313.941,255,255,255
12396,702.629,255,255,255
12397,343.840,255,255,255
12398,396.163,255,255,255
12399,500.810,255,255,255
12400,590.507,255,255,255
12401,1382.833,255,255,255
12402,1091.317,255,255,255
12403,523.234,255,255,255
12404,448.486,255,255,255
12405,388.688,255,255,255
12406,1524.854,255,255,255
12407,396.163,255,255,255
12408,313.941,255,255,255
12409,291.516,255,255,255
12410,538.184,255,255,255
12411,112.122,255,255,255
12412,396.163,255,255,255
12413,119.596,255,255,255
12414,605.457,255,255,255
12415,89.697,255,255,255
12416,1943.441,255,255,255
12417,560.608,255,255,255
12418,725.053,255,255,255
12419,493.335,255,255,255
12420,306.466,255,255,255
12421,67.273,255,255,255
12422,366.264,255,255,255
12423,306.466,255,255,255
12424,171.920,255,255,255
12425,313.941,255,255,255
12426,1472.531,255,255,255
12427,269.092,255,255,255
12428,396.163,255,255,255
12429,142.021,255,255,255
12430,328.890,255,255,255
12431,254.142,255,255,255
12432,455.961,255,255,255
12433,366.264,255,255,255
12434,2115.361,255,255,255
12435,328.890,255,255,255
12436,396.163,255,255,255
12437,89.697,255,255,255
12438,388.688,255,255,255
12439,261.617,255,255,255
12440,171.920,255,255,255
12441,336.365,255,255,255
12442,291.516,255,255,255
12443,321.415,255,255,255
12444,269.092,255,255,255
12445,485.860,255,255,255
12446,321.415,255,255,255
12447,127.071,255,255,255
12448,351.314,255,255,255
12449,231.718,255,255,255
12450,844.649,255,255,255
12451,112.122,255,255,255
12452,1233.338,255,255,255
12453,164.445,255,255,255
12454,201.819,255,255,255
12455,112.122,255,255,255
12456,134.546,255,255,255
12457,231.718,255,255,255
12458,882.023,255,255,255
12459,418.587,255,255,255
12460,224.243,255,255,255
12461,388.688,255,255,255
12462,67.273,255,255,255
12463,463.436,255,255,255
12464,67.273,255,255,255
12465,553.133,255,255,255
12466,201.819,255,255,255
12467,1046.468,255,255,255
12468,463.436,255,255,255
12469,396.163,255,255,255
12470,321.415,255,255,255
12471,583.032,255,255,255
12472,530.709,255,255,255
12473,89.697,255,255,255
12474,254.142,255,255,255
12475,485.860,255,255,255
12476,82.223,255,255,255
12477,366.264,255,255,255
12478,89.697,255,255,255
12479,336.365,255,255,255
12480,89.697,255,255,255
12481,433.537,255,255,255
12482,224.243,255,255,255
12483,186.869,255,255,255
12484,261.617,255,255,255
12485,134.546,255,255,255
12486,142.021,255,255,255
12487,351.314,255,255,255
12488,523.234,255,255,255
12489,695.154,255,255,255
12490,1053.943,255,255,255
12491,231.718,255,255,255
12492,373.739,255,255,255
12493,239.193,255,255,255
12494,224.243,255,255,255
12495,291.516,255,255,255
12496,403.638,255,255,255
12497,792.326,255,255,255
12498,695.154,255,255,255
12499,142.021,255,255,255
12500,403.638,255,255,255
12501,583.032,255,255,255
12502,149.495,255,255,255
12503,545.659,255,255,255
12504,298.991,255,255,255
12505,485.860,255,255,255
12506,904.448,255,255,255
12507,284.041,255,255,255
12508,119.596,255,255,255
12509,358.789,255,255,255
12510,373.739,255,255,255
12511,284.041,255,255,255
12512,710.104,255,255,255
12513,590.507,255,255,255
12514,321.415,255,255,255
12515,411.113,255,255,255
12516,343.840,255,255,255
12517,523.234,255,255,255
12518,291.516,255,255,255
12519,261.617,255,255,255
12520,986.670,255,255,255
12521,328.890,255,255,255
12522,695.154,255,255,255
12523,298.991,255,255,255
12524,291.516,255,255,255
12525,179.395,255,255,255
12526,642.831,255,255,255
12527,620.406,255,255,255
12528,852.124,255,255,255
12529,313.941,255,255,255
12530,298.991,255,255,255
12531,508.285,255,255,255
12532,740.003,255,255,255
12533,553.133,255,255,255
12534,777.377,255,255,255
12535,2870.313,255,255,255
12536,508.285,255,255,255
12537,523.234,255,255,255
12538,994.145,255,255,255
12539,179.395,255,255,255
12540,740.003,255,255,255
12541,246.668,255,255,255
12542,455.961,255,255,255
12543,762.427,255,255,255
12544,112.122,255,255,255
12545,149.495,255,255,255
12546,358.789,255,255,255
12547,583.032,255,255,255
12548,478.386,255,255,255
12549,612.931,255,255,255
12550,381.213,255,255,255
12551,328.890,255,255,255
12552,687.679,255,255,255
12553,291.516,255,255,255
12554,119.596,255,255,255
12555,911.922,255,255,255
12556,463.436,255,255,255
12557,732.528,255,255,255
12558,538.184,255,255,255
12559,538.184,255,255,255
12560,1532.329,255,255,255
12561,254.142,255,255,255
12562,67.273,255,255,255
12563,478.386,255,255,255
12564,538.184,255,255,255
12565,396.163,255,255,255
12566,179.395,255,255,255
12567,284.041,255,255,255
12568,134.546,255,255,255
12569,246.668,255,255,255
12570,366.264,255,255,255
12571,463.436,255,255,255
12572,381.213,255,255,255
12573,231.718,255,255,255
12574,1173.540,255,255,255
12575,239.193,255,255,255
12576,156.970,255,255,255
12577,67.273,255,255,255
12578,500.810,255,255,255
12579,171.920,255,255,255
12580,2100.412,255,255,255
12581,284.041,255,255,255
12582,396.163,255,255,255
12583,298.991,255,255,255
12584,67.273,255,255,255
12585,336.365,255,255,255
12586,381.213,255,255,255
12587,530.709,255,255,255
12588,463.436,255,255,255
12589,373.739,255,255,255
12590,478.386,255,255,255
12591,127.071,255,255,255
12592,313.941,255,255,255
12593,284.041,255,255,255
12594,478.386,255,255,255
12595,239.193,255,255,255
12596,284.041,255,255,255
12597,448.486,255,255,255
12598,239.193,255,255,255
12599,194.344,255,255,255
12600,343.840,255,255,255
12601,493.335,255,255,255
12602,448.486,255,255,255
12603,216.768,255,255,255
12604,239.193,255,255,255
12605,1330.510,255,255,255
12606,515.759,255,255,255
12607,1031.519,255,255,255
12608,119.596,255,255,255
12609,67.273,255,255,255
12610,291.516,255,255,255
12611,89.697,255,255,255
12612,313.941,255,255,255
12613,164.445,255,255,255
12614,754.952,255,255,255
12615,799.801,255,255,255
12616,411.113,255,255,255
12617,328.890,255,255,255
12618,396.163,255,255,255
12619,246.668,255,255,255
12620,246.668,255,255,255
12621,186.869,255,255,255
12622,612.931,255,255,255
12623,769.902,255,255,255
12624,142.021,255,255,255
12625,254.142,255,255,255
12626,336.365,255,255,255
12627,1009.095,255,255,255
12628,373.739,255,255,255
12629,216.768,255,255,255
12630,388.688,255,255,255
12631,328.890,255,255,255
12632,485.860,255,255,255
12633,418.587,255,255,255
12634,254.142,255,255,255
12635,194.344,255,255,255
12636,455.961,255,255,255
12637,328.890,255,255,255
12638,284.041,255,255,255
12639,553.133,255,255,255
12640,508.285,255,255,255
12641,261.617,255,255,255
12642,717.578,255,255,255
12643,396.163,255,255,255
12644,1457.581,255,255,255
12645,971.721,255,255,255
12646,186.869,255,255,255
12647,448.486,255,255,255
12648,149.495,255,255,255
12649,545.659,255,255,255
12650,732.528,255,255,255
12651,799.801,255,255,255
12652,171.920,255,255,255
12653,807.276,255,255,255
12654,373.739,255,255,255
12655,313.941,255,255,255
12656,493.335,255,255,255
12657,291.516,255,255,255
12658,650.305,255,255,255
12659,396.163,255,255,255
12660,284.041,255,255,255
12661,67.273,255,255,255
12662,403.638,255,255,255
12663,336.365,255,255,255
12664,792.326,255,255,255
12665,358.789,255,255,255
12666,418.587,255,255,255
12667,224.243,255,255,255
12668,321.415,255,255,255
12669,246.668,255,255,255
12670,224.243,255,255,255
12671,276.567,255,255,255
12672,590.507,255,255,255
12673,112.122,255,255,255
12674,1098.792,255,255,255
12675,388.688,255,255,255
12676,426.062,255,255,255
12677,269.092,255,255,255
12678,284.041,255,255,255
12679,164.445,255,255,255
12680,358.789,255,255,255
12681,321.415,255,255,255
12682,620.406,255,255,255
12683,328.890,255,255,255
12684,418.587,255,255,255
12685,358.789,255,255,255
12686,433.537,255,255,255
12687,216.768,255,255,255
12688,485.860,255,255,255
12689,67.273,255,255,255
12690,164.445,255,255,255
12691,612.931,255,255,255
12692,1547.278,255,255,255
12693,321.415,255,255,255
12694,201.819,255,255,255
12695,605.457,255,255,255
12696,284.041,255,255,255
12697,194.344,255,255,255
12698,373.739,255,255,255
12699,1255.762,255,255,255
12700,358.789,255,255,255
12701,448.486,255,255,255
12702,254.142,255,255,255
12703,328.890,255,255,255
12704,149.495,255,255,255
12705,687.679,255,255,255
12706,426.062,255,255,255
12707,246.668,255,255,255
12708,1584.652,255,255,255
12709,224.243,255,255,255
12710,889.498,255,255,255
12711,538.184,255,255,255
12712,179.395,255,255,255
12713,463.436,255,255,255
12714,104.647,255,255,255
12715,276.567,255,255,255
12716,620.406,255,255,255
12717,470.911,255,255,255
12718,568.083,255,255,255
12719,433.537,255,255,255
12720,119.596,255,255,255
12721,104.647,255,255,255
12722,411.113,255,255,255
12723,381.213,255,255,255
12724,470.911,255,255,255
12725,254.142,255,255,255
12726,418.587,255,255,255
12727,149.495,255,255,255
12728,239.193,255,255,255
12729,321.415,255,255,255
12730,814.750,255,255,255
12731,328.890,255,255,255
12732,216.768,255,255,255
12733,291.516,255,255,255
12734,605.457,255,255,255
12735,209.294,255,255,255
12736,67.273,255,255,255
12737,201.819,255,255,255
12738,201.819,255,255,255
12739,171.920,255,255,255
12740,306.466,255,255,255
12741,82.223,255,255,255
12742,194.344,255,255,255
12743,306.466,255,255,255
12744,246.668,255,255,255
12745,306.466,255,255,255
12746,1128.691,255,255,255
12747,261.617,255,255,255
12748,44.849,255,255,255
12749,194.344,255,255,255
12750,650.305,255,255,255
12751,261.617,255,255,255
12752,298.991,255,255,255
12753,134.546,255,255,255
12754,381.213,255,255,255
12755,246.668,255,255,255
12756,254.142,255,255,255
12757,747.477,255,255,255
12758,448.486,255,255,255
12759,343.840,255,255,255
12760,612.931,255,255,255
12761,657.780,255,255,255
12762,470.911,255,255,255
12763,956.771,255,255,255
12764,209.294,255,255,255
12765,209.294,255,255,255
12766,142.021,255,255,255
12767,127.071,255,255,255
12768,500.810,255,255,255
12769,418.587,255,255,255
12770,261.617,255,255,255
12771,560.608,255,255,255
12772,1151.115,255,255,255
12773,313.941,255,255,255
12774,186.869,255,255,255
12775,209.294,255,255,255
12776,710.104,255,255,255
12777,67.273,255,255,255
12778,67.273,255,255,255
12779,298.991,255,255,255
12780,298.991,255,255,255
12781,269.092,255,255,255
12782,298.991,255,255,255
12783,627.881,255,255,255
12784,769.902,255,255,255
12785,298.991,255,255,255
12786,313.941,255,255,255
12787,343.840,255,255,255
12788,254.142,255,255,255
12789,142.021,255,255,255
12790,463.436,255,255,255
12791,149.495,255,255,255
12792,725.053,255,255,255
12793,597.982,255,255,255
12794,1562.228,255,255,255
12795,209.294,255,255,255
12796,1053.943,255,255,255
12797,523.234,255,255,255
12798,269.092,255,255,255
12799,313.941,255,255,255
12800,89.697,255,255,255
12801,366.264,255,255,255
12802,239.193,255,255,255
12803,246.668,255,255,255
12804,1330.510,255,255,255
12805,246.668,255,255,255
12806,665.255,255,255,255
12807,276.567,255,255,255
12808,381.213,255,255,255
12809,269.092,255,255,255
12810,194.344,255,255,255
12811,1270.712,255,255,255
12812,418.587,255,255,255
12813,1113.741,255,255,255
12814,261.617,255,255,255
12815,336.365,255,255,255
12816,306.466,255,255,255
12817,366.264,255,255,255
12818,254.142,255,255,255
12819,231.718,255,255,255
12820,254.142,255,255,255
12821,508.285,255,255,255
12822,426.062,255,255,255
12823,67.273,255,255,255
12824,620.406,255,255,255
12825,231.718,255,255,255
12826,657.780,255,255,255
12827,627.881,255,255,255
12828,239.193,255,255,255
12829,1397.783,255,255,255
12830,67.273,255,255,255
12831,89.697,255,255,255
12832,194.344,255,255,255
12833,239.193,255,255,255
12834,89.697,255,255,255
12835,156.970,255,255,255
12836,276.567,255,255,255
12837,134.546,255,255,255
12838,852.124,255,255,255
12839,164.445,255,255,255
12840,246.668,255,255,255
12841,291.516,255,255,255
12842,403.638,255,255,255
12843,112.122,255,255,255
12844,373.739,255,255,255
12845,747.477,255,255,255
12846,351.314,255,255,255
12847,269.092,255,255,255
12848,530.709,255,255,255
12849,328.890,255,255,255
12850,455.961,255,255,255
12851,246.668,255,255,255
12852,470.911,255,255,255
12853,665.255,255,255,255
12854,485.860,255,255,255
12855,403.638,255,255,255
12856,104.647,255,255,255
12857,321.415,255,255,255
12858,822.225,255,255,255
12859,1285.661,255,255,255
12860,291.516,255,255,255
12861,807.276,255,255,255
12862,1337.985,255,255,255
12863,448.486,255,255,255
12864,366.264,255,255,255
12865,784.851,255,255,255
12866,463.436,255,255,255
12867,231.718,255,255,255
12868,321.415,255,255,255
12869,470.911,255,255,255
12870,261.617,255,255,255
12871,575.558,255,255,255
12872,321.415,255,255,255
12873,67.273,255,255,255
12874,1233.338,255,255,255
12875,889.498,255,255,255
12876,822.225,255,255,255
12877,441.012,255,255,255
12878,306.466,255,255,255
12879,284.041,255,255,255
12880,807.276,255,255,255
12881,463.436,255,255,255
12882,597.982,255,255,255
12883,1330.510,255,255,255
12884,261.617,255,255,255
12885,52.323,255,255,255
12886,642.831,255,255,255
12887,67.273,255,255,255
12888,343.840,255,255,255
12889,156.970,255,255,255
12890,650.305,255,255,255
12891,231.718,255,255,255
12892,67.273,255,255,255
12893,269.092,255,255,255
12894,373.739,255,255,255
12895,328.890,255,255,255
12896,343.840,255,255,255
12897,2496.575,255,255,255
12898,321.415,255,255,255
12899,67.273,255,255,255
12900,418.587,255,255,255
12901,1038.994,255,255,255
12902,829.700,255,255,255
12903,313.941,255,255,255
12904,590.507,255,255,255
12905,523.234,255,255,255
12906,343.840,255,255,255
12907,411.113,255,255,255
12908,1808.895,255,255,255
12909,478.386,255,255,255
12910,523.234,255,255,255
12911,284.041,255,255,255
12912,396.163,255,255,255
12913,313.941,255,255,255
12914,239.193,255,255,255
12915,328.890,255,255,255
12916,67.273,255,255,255
12917,396.163,255,255,255
12918,463.436,255,255,255
12919,321.415,255,255,255
12920,216.768,255,255,255
12921,411.113,255,255,255
12922,179.395,255,255,255
12923,306.466,255,255,255
12924,284.041,255,255,255
12925,650.305,255,255,255
12926,1524.854,255,255,255
12927,254.142,255,255,255
12928,89.697,255,255,255
12929,889.498,255,255,255
12930,164.445,255,255,255
12931,373.739,255,255,255
12932,545.659,255,255,255
12933,597.982,255,255,255
12934,889.498,255,255,255
12935,441.012,255,255,255
12936,156.970,255,255,255
12937,209.294,255,255,255
12938,725.053,255,255,255
12939,560.608,255,255,255
12940,1240.813,255,255,255
12941,538.184,255,255,255
12942,336.365,255,255,255
12943,209.294,255,255,255
12944,67.273,255,255,255
12945,934.347,255,255,255
12946,747.477,255,255,255
12947,672.730,255,255,255
12948,418.587,255,255,255
12949,433.537,255,255,255
12950,373.739,255,255,255
12951,553.133,255,255,255
12952,284.041,255,255,255
12953,1046.468,255,255,255
12954,306.466,255,255,255
12955,313.941,255,255,255
12956,321.415,255,255,255
12957,792.326,255,255,255
12958,321.415,255,255,255
12959,284.041,255,255,255
12960,149.495,255,255,255
12961,149.495,255,255,255
12962,201.819,255,255,255
12963,2167.685,255,255,255
12964,448.486,255,255,255
12965,89.697,255,255,255
12966,201.819,255,255,255
12967,231.718,255,255,255
12968,583.032,255,255,255
12969,201.819,255,255,255
12970,291.516,255,255,255
12971,67.273,255,255,255
12972,441.012,255,255,255
12973,710.104,255,255,255
12974,239.193,255,255,255
12975,321.415,255,255,255
12976,119.596,255,255,255
12977,216.768,255,255,255
12978,740.003,255,255,255
12979,209.294,255,255,255
12980,396.163,255,255,255
12981,396.163,255,255,255
12982,358.789,255,255,255
12983,112.122,255,255,255
12984,261.617,255,255,255
12985,246.668,255,255,255
12986,224.243,255,255,255
12987,366.264,255,255,255
12988,269.092,255,255,255
12989,313.941,255,255,255
12990,560.608,255,255,255
12991,455.961,255,255,255
12992,411.113,255,255,255
12993,239.193,255,255,255
12994,254.142,255,255,255
12995,67.273,255,255,255
12996,261.617,255,255,255
12997,2272.331,255,255,255
12998,306.466,255,255,255
12999,1038.994,255,255,255
13000,657.780,255,255,255
13001,142.021,255,255,255
13002,418.587,255,255,255
13003,485.860,255,255,255
13004,388.688,255,255,255
13005,882.023,255,255,255
13006,276.567,255,255,255
13007,261.617,255,255,255
13008,321.415,255,255,255
13009,156.970,255,255,255
13010,67.273,255,255,255
13011,657.780,255,255,255
13012,560.608,255,255,255
13013,119.596,255,255,255
13014,1083.842,255,255,255
13015,231.718,255,255,255
13016,605.457,255,255,255
13017,179.395,255,255,255
13018,620.406,255,255,255
13019,381.213,255,255,255
13020,568.083,255,255,255
13021,224.243,255,255,255
13022,949.296,255,255,255
13023,201.819,255,255,255
13024,351.314,255,255,255
13025,67.273,255,255,255
13026,224.243,255,255,255
13027,515.759,255,255,255
13028,321.415,255,255,255
13029,560.608,255,255,255
13030,343.840,255,255,255
13031,67.273,255,255,255
13032,104.647,255,255,255
13033,911.922,255,255,255
13034,67.273,255,255,255
13035,426.062,255,255,255
13036,523.234,255,255,255
13037,276.567,255,255,255
13038,142.021,255,255,255
13039,112.122,255,255,255
13040,134.546,255,255,255
13041,254.142,255,255,255
13042,545.659,255,255,255
13043,142.021,255,255,255
13044,291.516,255,255,255
13045,246.668,255,255,255
13046,1106.267,255,255,255
13047,194.344,255,255,255
13048,635.356,255,255,255
13049,478.386,255,255,255
13050,949.296,255,255,255
13051,284.041,255,255,255
13052,284.041,255,255,255
13053,231.718,255,255,255
13054,186.869,255,255,255
13055,321.415,255,255,255
13056,1106.267,255,255,255
13057,209.294,255,255,255
13058,156.970,255,255,255
13059,291.516,255,255,255
13060,209.294,255,255,255
13061,1240.813,255,255,255
13062,373.739,255,255,255
13063,2638.595,255,255,255
13064,597.982,255,255,255
13065,134.546,255,255,255
13066,201.819,255,255,255
13067,620.406,255,255,255
13068,448.486,255,255,255
13069,1719.198,255,255,255
13070,201.819,255,255,255
13071,171.920,255,255,255
13072,1233.338,255,255,255
13073,343.840,255,255,255
13074,254.142,255,255,255
13075,112.122,255,255,255
13076,530.709,255,255,255
13077,448.486,255,255,255
13078,650.305,255,255,255
13079,754.952,255,255,255
13080,67.273,255,255,255
13081,351.314,255,255,255
13082,269.092,255,255,255
13083,156.970,255,255,255
13084,254.142,255,255,255
13085,336.365,255,255,255
13086,717.578,255,255,255
13087,799.801,255,255,255
13088,186.869,255,255,255
13089,254.142,255,255,255
13090,852.124,255,255,255
13091,239.193,255,255,255
13092,396.163,255,255,255
13093,672.730,255,255,255
13094,298.991,255,255,255
13095,164.445,255,255,255
13096,246.668,255,255,255
13097,291.516,255,255,255
13098,239.193,255,255,255
13099,381.213,255,255,255
13100,1420.207,255,255,255
13101,186.869,255,255,255
13102,523.234,255,255,255
13103,89.697,255,255,255
13104,1136.166,255,255,255
13105,298.991,255,255,255
13106,837.175,255,255,255
13107,411.113,255,255,255
13108,298.991,255,255,255
13109,837.175,255,255,255
13110,328.890,255,255,255
13111,336.365,255,255,255
13112,269.092,255,255,255
13113,171.920,255,255,255
13114,306.466,255,255,255
13115,164.445,255,255,255
13116,276.567,255,255,255
13117,156.970,255,255,255
13118,321.415,255,255,255
13119,254.142,255,255,255
13120,381.213,255,255,255
13121,1053.943,255,255,255
13122,620.406,255,255,255
13123,388.688,255,255,255
13124,411.113,255,255,255
13125,426.062,255,255,255
13126,216.768,255,255,255
13127,343.840,255,255,255
13128,291.516,255,255,255
13129,575.558,255,255,255
13130,396.163,255,255,255
13131,373.739,255,255,255
13132,433.537,255,255,255
13133,254.142,255,255,255
13134,769.902,255,255,255
13135,635.356,255,255,255
13136,373.739,255,255,255
13137,291.516,255,255,255
13138,455.961,255,255,255
13139,224.243,255,255,255
13140,358.789,255,255,255
13141,67.273,255,255,255
13142,455.961,255,255,255
13143,142.021,255,255,255
13144,246.668,255,255,255
13145,403.638,255,255,255
13146,381.213,255,255,255
13147,366.264,255,255,255
13148,538.184,255,255,255
13149,351.314,255,255,255
13150,381.213,255,255,255
13151,112.122,255,255,255
13152,254.142,255,255,255
13153,112.122,255,255,255
13154,418.587,255,255,255
13155,351.314,255,255,255
13156,448.486,255,255,255
13157,284.041,255,255,255
13158,493.335,255,255,255
13159,732.528,255,255,255
13160,313.941,255,255,255
13161,403.638,255,255,255
13162,313.941,255,255,255
13163,627.881,255,255,255
13164,373.739,255,255,255
13165,508.285,255,255,255
13166,276.567,255,255,255
13167,164.445,255,255,255
13168,134.546,255,255,255
13169,291.516,255,255,255
13170,441.012,255,255,255
13171,194.344,255,255,255
13172,373.739,255,255,255
13173,358.789,255,255,255
13174,313.941,255,255,255
13175,209.294,255,255,255
13176,433.537,255,255,255
13177,1001.620,255,255,255
13178,186.869,255,255,255
13179,373.739,255,255,255
13180,164.445,255,255,255
13181,142.021,255,255,255
13182,239.193,255,255,255
13183,112.122,255,255,255
13184,134.546,255,255,255
13185,276.567,255,255,255
13186,545.659,255,255,255
13187,388.688,255,255,255
13188,67.273,255,255,255
13189,269.092,255,255,255
13190,186.869,255,255,255
13191,156.970,255,255,255
13192,381.213,255,255,255
13193,441.012,255,255,255
13194,441.012,255,255,255
13195,336.365,255,255,255
13196,687.679,255,255,255
13197,433.537,255,255,255
13198,508.285,255,255,255
13199,1255.762,255,255,255
13200,284.041,255,255,255
13201,269.092,255,255,255
13202,194.344,255,255,255
13203,1181.014,255,255,255
13204,448.486,255,255,255
13205,597.982,255,255,255
13206,530.709,255,255,255
13207,171.920,255,255,255
13208,254.142,255,255,255
13209,351.314,255,255,255
13210,298.991,255,255,255
13211,186.869,255,255,255
13212,201.819,255,255,255
13213,568.083,255,255,255
13214,186.869,255,255,255
13215,1592.127,255,255,255
13216,740.003,255,255,255
13217,261.617,255,255,255
13218,194.344,255,255,255
13219,702.629,255,255,255
13220,777.377,255,255,255
13221,717.578,255,255,255
13222,396.163,255,255,255
13223,142.021,255,255,255
13224,291.516,255,255,255
13225,89.697,255,255,255
13226,485.860,255,255,255
13227,261.617,255,255,255
13228,799.801,255,255,255
13229,142.021,255,255,255
13230,515.759,255,255,255
13231,373.739,255,255,255
13232,89.697,255,255,255
13233,418.587,255,255,255
13234,246.668,255,255,255
13235,351.314,255,255,255
13236,89.697,255,255,255
13237,343.840,255,255,255
13238,717.578,255,255,255
13239,67.273,255,255,255
13240,246.668,255,255,255
13241,1143.640,255,255,255
13242,612.931,255,255,255
13243,426.062,255,255,255
13244,1143.640,255,255,255
13245,1285.661,255,255,255
13246,82.223,255,255,255
13247,194.344,255,255,255
13248,672.730,255,255,255
13249,239.193,255,255,255
13250,291.516,255,255,255
13251,276.567,255,255,255
13252,351.314,255,255,255
13253,351.314,255,255,255
13254,657.780,255,255,255
13255,358.789,255,255,255
13256,269.092,255,255,255
13257,261.617,255,255,255
13258,142.021,255,255,255
13259,545.659,255,255,255
13260,142.021,255,255,255
13261,493.335,255,255,255
13262,67.273,255,255,255
13263,179.395,255,255,255
13264,171.920,255,255,255
13265,1173.540,255,255,255
13266,986.670,255,255,255
13267,448.486,255,255,255
13268,956.771,255,255,255
13269,112.122,255,255,255
13270,411.113,255,255,255
13271,171.920,255,255,255
13272,298.991,255,255,255
13273,441.012,255,255,255
13274,455.961,255,255,255
13275,254.142,255,255,255
13276,239.193,255,255,255
13277,343.840,255,255,255
13278,882.023,255,255,255
13279,321.415,255,255,255
13280,568.083,255,255,255
13281,216.768,255,255,255
13282,411.113,255,255,255
13283,351.314,255,255,255
13284,261.617,255,255,255
13285,67.273,255,255,255
13286,732.528,255,255,255
13287,313.941,255,255,255
13288,448.486,255,255,255
13289,1038.994,255,255,255
13290,298.991,255,255,255
13291,463.436,255,255,255
13292,560.608,255,255,255
13293,403.638,255,255,255
13294,142.021,255,255,255
13295,291.516,255,255,255
13296,590.507,255,255,255
13297,403.638,255,255,255
13298,650.305,255,255,255
13299,142.021,255,255,255
13300,67.273,255,255,255
13301,478.386,255,255,255
13302,194.344,255,255,255
13303,336.365,255,255,255
13304,209.294,255,255,255
13305,171.920,255,255,255
13306,642.831,255,255,255
13307,769.902,255,255,255
13308,291.516,255,255,255
13309,448.486,255,255,255
13310,269.092,255,255,255
13311,164.445,255,255,255
13312,261.617,255,255,255
13313,298.991,255,255,255
13314,306.466,255,255,255
13315,246.668,255,255,255
13316,276.567,255,255,255
13317,373.739,255,255,255
13318,426.062,255,255,255
13319,597.982,255,255,255
13320,351.314,255,255,255
13321,426.062,255,255,255
13322,67.273,255,255,255
13323,1143.640,255,255,255
13324,396.163,255,255,255
13325,418.587,255,255,255
13326,89.697,255,255,255
13327,186.869,255,255,255
13328,261.617,255,255,255
13329,508.285,255,255,255
13330,224.243,255,255,255
13331,1278.186,255,255,255
13332,89.697,255,255,255
13333,792.326,255,255,255
13334,321.415,255,255,255
13335,164.445,255,255,255
13336,358.789,255,255,255
13337,156.970,255,255,255
13338,269.092,255,255,255
13339,470.911,255,255,255
13340,523.234,255,255,255
13341,388.688,255,255,255
13342,650.305,255,255,255
13343,478.386,255,255,255
13344,485.860,255,255,255
13345,186.869,255,255,255
13346,754.952,255,255,255
13347,156.970,255,255,255
13348,44.849,255,255,255
13349,336.365,255,255,255
13350,67.273,255,255,255
13351,164.445,255,255,255
13352,112.122,255,255,255
13353,254.142,255,255,255
13354,418.587,255,255,255
13355,500.810,255,255,255
13356,298.991,255,255,255
13357,381.213,255,255,255
13358,485.860,255,255,255
13359,254.142,255,255,255
13360,650.305,255,255,255
13361,635.356,255,255,255
13362,254.142,255,255,255
13363,919.397,255,255,255
13364,246.668,255,255,255
13365,224.243,255,255,255
13366,605.457,255,255,255
13367,351.314,255,255,255
13368,358.789,255,255,255
13369,1480.005,255,255,255
13370,201.819,255,255,255
13371,179.395,255,255,255
13372,239.193,255,255,255
13373,254.142,255,255,255
13374,530.709,255,255,255
13375,381.213,255,255,255
13376,306.466,255,255,255
13377,418.587,255,255,255
13378,411.113,255,255,255
13379,149.495,255,255,255
13380,306.466,255,255,255
13381,485.860,255,255,255
13382,164.445,255,255,255
13383,493.335,255,255,255
13384,366.264,255,255,255
13385,261.617,255,255,255
13386,672.730,255,255,255
13387,321.415,255,255,255
13388,343.840,255,255,255
13389,560.608,255,255,255
13390,254.142,255,255,255
13391,298.991,255,255,255
13392,164.445,255,255,255
13393,388.688,255,255,255
13394,44.849,255,255,255
13395,343.840,255,255,255
13396,627.881,255,255,255
13397,164.445,255,255,255
13398,553.133,255,255,255
13399,343.840,255,255,255
13400,216.768,255,255,255
13401,156.970,255,255,255
13402,553.133,255,255,255
13403,381.213,255,255,255
13404,478.386,255,255,255
13405,493.335,255,255,255
13406,1218.388,255,255,255
13407,164.445,255,255,255
13408,321.415,255,255,255
13409,201.819,255,255,255
13410,298.991,255,255,255
13411,381.213,255,255,255
13412,710.104,255,255,255
13413,1038.994,255,255,255
13414,313.941,255,255,255
13415,1181.014,255,255,255
13416,112.122,255,255,255
13417,807.276,255,255,255
13418,426.062,255,255,255
13419,448.486,255,255,255
13420,298.991,255,255,255
13421,269.092,255,255,255
13422,717.578,255,255,255
13423,612.931,255,255,255
13424,351.314,255,255,255
13425,396.163,255,255,255
13426,381.213,255,255,255
13427,971.721,255,255,255
13428,284.041,255,255,255
13429,1151.115,255,255,255
13430,156.970,255,255,255
13431,493.335,255,255,255
13432,545.659,255,255,255
13433,239.193,255,255,255
13434,627.881,255,255,255
13435,298.991,255,255,255
13436,568.083,255,255,255
13437,964.246,255,255,255
13438,134.546,255,255,255
13439,485.860,255,255,255
13440,485.860,255,255,255
13441,642.831,255,255,255
13442,545.659,255,255,255
